frame
0.000,0.250,4.000,1.000,0.000,0.000,0.000
0.000,0.000,0.000,1.000,0.000,0.000,0.000
-2.000,1.000,0.000,1.000,0.000,0.000,0.000
0.500,0.750,0.000,1.000,0.000,0.000,0.000
0.700,0.000,0.000,1.000,0.000,0.000,0.000
-0.500,0.750,0.000,1.000,0.000,0.000,0.000
-0.700,0.000,0.000,1.000,0.000,0.000,0.000
0.375,-0.750,0.000,1.000,0.000,0.000,0.000
0.000,-1.000,0.000,1.000,0.000,0.000,0.000
-0.375,-0.750,0.000,1.000,0.000,0.000,0.000
0.000,-1.000,0.000,1.000,0.000,0.000,0.000
0.000,0.750,0.000,1.000,0.000,0.000,0.000
2.000,1.000,0.000,1.000,0.000,0.000,0.000
0.500,0.750,0.000,1.000,0.000,0.000,0.000
0.700,0.000,0.000,1.000,0.000,0.000,0.000
-0.500,0.750,0.000,1.000,0.000,0.000,0.000
-0.700,0.000,0.000,1.000,0.000,0.000,0.000
0.375,-0.750,0.000,1.000,0.000,0.000,0.000
0.000,-1.000,0.000,1.000,0.000,0.000,0.000
-0.375,-0.750,0.000,1.000,0.000,0.000,0.000
0.000,-1.000,0.000,1.000,0.000,0.000,0.000
0.000,0.750,0.000,1.000,0.000,0.000,0.000
frame
0.000,0.250,4.000,1.000,0.000,0.000,0.000
0.000,0.000,0.000,1.000,0.000,0.000,0.000
-2.000,1.000,0.000,1.000,0.000,0.000,0.000
0.500,0.750,0.000,1.000,0.000,0.000,0.000
0.700,0.000,0.000,1.000,0.000,0.000,0.000
-0.500,0.750,0.000,1.000,0.000,0.000,0.000
-0.700,0.000,0.000,1.000,0.000,0.000,0.000
0.375,-0.750,0.000,1.000,0.000,0.000,0.000
0.000,-1.000,0.000,1.000,0.000,0.000,0.000
-0.375,-0.750,0.000,1.000,0.000,0.000,0.000
0.000,-1.000,0.000,1.000,0.000,0.000,0.000
0.000,0.750,0.000,1.000,0.000,0.000,0.000
2.000,1.000,0.000,1.000,0.000,0.000,0.000
0.500,0.750,0.000,1.000,0.000,0.000,0.000
0.700,0.000,0.000,1.000,0.000,0.000,0.000
-0.500,0.750,0.000,1.000,0.000,0.000,0.000
-0.700,0.000,0.000,1.000,0.000,0.000,0.000
0.375,-0.750,0.000,1.000,0.000,0.000,0.000
0.000,-1.000,0.000,1.000,0.000,0.000,0.000
-0.375,-0.750,0.000,1.000,0.000,0.000,0.000
0.000,-1.000,0.000,1.000,0.000,0.000,0.000
0.000,0.750,0.000,1.000,0.000,0.000,0.000
frame
0.000,0.250,4.000,1.000,0.000,0.000,0.000
0.000,0.000,0.000,1.000,0.000,0.000,0.000
-2.000,1.000,0.000,1.000,0.000,0.000,0.000
0.500,0.750,0.000,1.000,0.000,0.000,0.000
0.700,0.000,0.000,1.000,0.000,0.000,0.000
-0.500,0.750,0.000,1.000,0.000,0.000,0.000
-0.700,0.000,0.000,1.000,0.000,0.000,0.000
0.375,-0.750,0.000,1.000,0.000,0.000,0.000
0.000,-1.000,0.000,1.000,0.000,0.000,0.000
-0.375,-0.750,0.000,1.000,0.000,0.000,0.000
0.000,-1.000,0.000,1.000,0.000,0.000,0.000
0.000,0.750,0.000,1.000,0.000,0.000,0.000
2.000,1.000,0.000,1.000,0.000,0.000,0.000
0.500,0.750,0.000,1.000,0.000,0.000,0.000
0.700,0.000,0.000,1.000,0.000,0.000,0.000
-0.500,0.750,0.000,1.000,0.000,0.000,0.000
-0.700,0.000,0.000,1.000,0.000,0.000,0.000
0.375,-0.750,0.000,1.000,0.000,0.000,0.000
0.000,-1.000,0.000,1.000,0.000,0.000,0.000
-0.375,-0.750,0.000,1.000,0.000,0.000,0.000
0.000,-1.000,0.000,1.000,0.000,0.000,0.000
0.000,0.750,0.000,1.000,0.000,0.000,0.000
